"latitude","longitude","room_type","price","guests_included","minimum_nights","review_scores_rating","cancellation_policy","host_is_superhost","number_of_reviews","number_of_reviews_ltm","bathrooms","bedrooms","beds","bed_type","has_reviews"
30.23271,-97.78685,"Private room",64,2,1,99,"strict_14_with_grace_period","t",66,9,1,1,1,"Real Bed",TRUE
30.2569,-97.79672,"Entire home/apt",450,2,3,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.30951,-97.7212,"Entire home/apt",290,6,2,97,"strict_14_with_grace_period","t",20,4,2,2,2,"Real Bed",TRUE
30.26007,-97.76944,"Entire home/apt",185,1,2,98,"moderate","f",25,5,1,1,1,"Real Bed",TRUE
30.18633,-97.83721,"Entire home/apt",250,4,3,100,"strict_14_with_grace_period","f",1,0,2.5,3,4,"Real Bed",TRUE
30.27906,-97.75729,"Entire home/apt",300,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.2643,-97.70813,"Entire home/apt",90,2,1,98,"moderate","t",133,48,1,0,1,"Real Bed",TRUE
30.30618,-97.75249,"Entire home/apt",134,4,2,97,"strict_14_with_grace_period","t",73,10,1,2,2,"Real Bed",TRUE
30.27754,-97.70728,"Private room",200,1,1,96.176,"flexible","f",0,0,1,1,1,"Futon",FALSE
30.35329,-97.74669,"Entire home/apt",214,4,1,100,"strict_14_with_grace_period","t",3,1,2,2,2,"Real Bed",TRUE
30.3339,-97.71837,"Entire home/apt",95,2,2,100,"moderate","f",7,0,1,2,2,"Real Bed",TRUE
30.29311,-97.73395,"Entire home/apt",180,2,1,100,"strict_14_with_grace_period","f",2,0,1,1,2,"Real Bed",TRUE
30.31666,-97.69354,"Entire home/apt",300,1,2,100,"strict_14_with_grace_period","f",8,0,2,3,6,"Real Bed",TRUE
30.39975,-97.69768,"Entire home/apt",250,2,7,96.176,"moderate","f",0,0,2,2,2,"Real Bed",FALSE
30.22403,-97.78099,"Private room",68,1,1,99,"moderate","t",224,71,1,1,1,"Real Bed",TRUE
30.35583,-97.79024,"Entire home/apt",350,1,5,96.176,"strict_14_with_grace_period","f",0,0,3,3,2,"Real Bed",FALSE
30.23262,-97.73337,"Entire home/apt",99,6,1,95,"moderate","t",203,64,2,2,2,"Real Bed",TRUE
30.23369,-97.76776,"Entire home/apt",189,1,3,100,"moderate","f",2,0,1,1,2,"Real Bed",TRUE
30.27364,-97.72152,"Entire home/apt",375,2,2,98,"moderate","f",12,7,1,1,1,"Real Bed",TRUE
30.26191,-97.73044,"Entire home/apt",200,1,2,96.176,"flexible","t",0,0,1,2,3,"Real Bed",FALSE
30.31064,-97.73148,"Entire home/apt",109,2,2,99,"strict_14_with_grace_period","t",184,55,1,1,2,"Real Bed",TRUE
30.42382,-97.68165,"Private room",45,1,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.20721,-97.85283,"Entire home/apt",199,1,1,100,"flexible","f",1,0,2.5,3,3,"Real Bed",TRUE
30.32382,-97.73566,"Private room",80,1,2,100,"flexible","f",3,0,1,1,1,"Real Bed",TRUE
30.31144,-97.69752,"Entire home/apt",300,1,1,96.176,"moderate","f",1,0,2,3,3,"Real Bed",FALSE
30.19592,-97.82033,"Entire home/apt",120,4,2,90,"moderate","t",18,4,2,3,3,"Real Bed",TRUE
30.3103,-97.72241,"Entire home/apt",190,4,2,100,"strict_14_with_grace_period","t",94,29,2.5,2,2,"Real Bed",TRUE
30.24051,-97.78001,"Entire home/apt",250,1,1,100,"strict_14_with_grace_period","f",1,0,1,2,3,"Real Bed",TRUE
30.23296,-97.75172,"Shared room",30,1,1,96.176,"flexible","f",0,0,1,1,1,"Airbed",FALSE
30.3009,-97.68432,"Private room",100,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.235,-97.76474,"Entire home/apt",100,1,1,100,"moderate","f",5,0,1,1,1,"Real Bed",TRUE
30.25146,-97.71719,"Entire home/apt",89,1,2,96,"flexible","f",5,0,1.5,2,3,"Real Bed",TRUE
30.25549,-97.74645,"Entire home/apt",375,4,2,100,"flexible","f",4,0,1,1,1,"Real Bed",TRUE
30.36378,-97.73693,"Private room",85,1,2,96.176,"flexible","f",0,0,2,2,2,"Real Bed",FALSE
30.2778,-97.70563,"Entire home/apt",260,1,3,100,"strict_14_with_grace_period","f",3,3,2.5,2,2,"Real Bed",TRUE
30.2496,-97.78239,"Entire home/apt",95,4,1,99,"strict_14_with_grace_period","t",238,80,1,1,1,"Real Bed",TRUE
30.2676,-97.7543,"Entire home/apt",325,2,3,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.22845,-97.72494,"Entire home/apt",350,1,1,100,"flexible","f",1,0,2,2,4,"Real Bed",TRUE
30.25518,-97.74693,"Entire home/apt",250,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.27891,-97.72063,"Entire home/apt",200,1,2,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.29661,-97.74822,"Entire home/apt",249,6,2,97,"moderate","t",24,5,1,2,4,"Real Bed",TRUE
30.23927,-97.71274,"Private room",200,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.26058,-97.69936,"Entire home/apt",400,1,3,96,"moderate","t",61,42,2,3,3,"Real Bed",TRUE
30.32726,-97.68887,"Entire home/apt",199,6,1,100,"strict_14_with_grace_period","f",1,0,2.5,4,4,"Real Bed",TRUE
30.31332,-97.74171,"Entire home/apt",375,6,3,98,"strict_14_with_grace_period","f",10,2,2,3,5,"Real Bed",TRUE
30.28551,-97.64572,"Entire home/apt",225,6,2,100,"strict_14_with_grace_period","f",4,3,2,2,2,"Real Bed",TRUE
30.28264,-97.74575,"Entire home/apt",94,2,2,96,"strict_14_with_grace_period","f",11,0,1,1,2,"Real Bed",TRUE
30.2375,-97.74813,"Entire home/apt",145,2,1,96.176,"moderate","f",0,0,1,1,1,"Real Bed",FALSE
30.24582,-97.74637,"Entire home/apt",275,6,2,95,"strict_14_with_grace_period","f",91,35,2,4,4,"Real Bed",TRUE
30.24304,-97.76667,"Entire home/apt",400,1,3,96.176,"moderate","f",0,0,2,3,4,"Real Bed",FALSE
30.2823,-97.75794,"Entire home/apt",170,4,2,97,"moderate","t",190,54,2,2,2,"Real Bed",TRUE
30.26735,-97.73984,"Shared room",400,1,1,96.176,"flexible","f",0,0,0,1,4,"Real Bed",FALSE
30.2695,-97.80873,"Private room",73,1,1,80,"strict_14_with_grace_period","f",2,0,1,1,1,"Real Bed",TRUE
30.28141,-97.76399,"Entire home/apt",120,2,2,100,"strict_14_with_grace_period","t",125,37,1,1,1,"Real Bed",TRUE
30.26647,-97.74182,"Entire home/apt",225,1,2,100,"strict_14_with_grace_period","f",2,1,1,1,2,"Real Bed",TRUE
30.3129,-97.73106,"Entire home/apt",150,2,2,100,"flexible","f",1,0,1,0,2,"Futon",TRUE
30.40386,-97.64694,"Private room",100,2,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.31387,-97.70962,"Entire home/apt",475,1,3,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.22092,-97.78257,"Entire home/apt",95,1,2,99,"moderate","t",115,24,1,2,3,"Real Bed",TRUE
30.31284,-97.7103,"Entire home/apt",150,3,1,100,"strict_14_with_grace_period","f",1,0,1,2,2,"Real Bed",TRUE
30.25129,-97.72122,"Entire home/apt",100,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.26373,-97.69822,"Entire home/apt",500,1,2,96.176,"moderate","f",0,0,2,3,3,"Real Bed",FALSE
30.25293,-97.77113,"Entire home/apt",95,2,3,100,"flexible","t",43,11,1,0,2,"Real Bed",TRUE
30.31105,-97.73239,"Entire home/apt",420,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,3,4,"Real Bed",FALSE
30.18894,-97.77318,"Private room",150,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.24105,-97.71924,"Entire home/apt",200,1,1,100,"flexible","f",2,0,1,0,1,"Real Bed",TRUE
30.22289,-97.81355,"Entire home/apt",99,1,2,98,"strict_14_with_grace_period","t",83,38,1,1,1,"Real Bed",TRUE
30.34435,-97.78328,"Entire home/apt",500,1,1,96.176,"flexible","f",0,0,2,3,3,"Real Bed",FALSE
30.31576,-97.7092,"Entire home/apt",225,4,2,97,"strict_14_with_grace_period","f",7,2,2,3,3,"Real Bed",TRUE
30.24596,-97.76436,"Entire home/apt",109,1,1,96,"strict_14_with_grace_period","t",126,38,1,3,4,"Real Bed",TRUE
30.24222,-97.75534,"Entire home/apt",180,4,2,98,"moderate","t",98,31,2,3,4,"Real Bed",TRUE
30.31738,-97.69679,"Private room",65,1,1,100,"strict_14_with_grace_period","f",1,0,1,1,1,"Real Bed",TRUE
30.2607,-97.7788,"Entire home/apt",340,1,2,100,"strict_14_with_grace_period","f",1,0,2,3,4,"Real Bed",TRUE
30.36135,-97.73501,"Entire home/apt",149,6,1,99,"moderate","f",21,3,2,3,3,"Real Bed",TRUE
30.29011,-97.72105,"Entire home/apt",465,1,3,100,"strict_14_with_grace_period","f",1,0,1,2,2,"Real Bed",TRUE
30.29112,-97.74796,"Entire home/apt",130,1,7,87,"flexible","f",3,0,1,0,1,"Real Bed",TRUE
30.24029,-97.7657,"Entire home/apt",450,10,2,98,"strict_14_with_grace_period","t",39,7,2.5,4,5,"Real Bed",TRUE
30.30207,-97.75441,"Entire home/apt",185,6,2,100,"moderate","f",2,0,1,3,3,"Real Bed",TRUE
30.2314,-97.7347,"Entire home/apt",125,4,2,95,"moderate","t",28,27,2,2,3,"Real Bed",TRUE
30.26021,-97.72831,"Entire home/apt",264,4,1,100,"flexible","t",154,42,1.5,2,2,"Real Bed",TRUE
30.301,-97.73305,"Entire home/apt",200,1,1,96.176,"strict_14_with_grace_period","f",0,0,1,1,2,"Real Bed",FALSE
30.29609,-97.74508,"Private room",60,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.29786,-97.74541,"Entire home/apt",329,1,5,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.37182,-97.72962,"Entire home/apt",300,6,2,87,"strict_14_with_grace_period","f",11,4,2,3,3,"Real Bed",TRUE
30.22613,-97.75603,"Private room",100,2,1,100,"flexible","f",1,0,1.5,1,1,"Real Bed",TRUE
30.31388,-97.7353,"Entire home/apt",249,1,7,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.23807,-97.76636,"Entire home/apt",300,1,1,80,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.34215,-97.72777,"Entire home/apt",220,6,6,100,"moderate","f",2,0,2,2,3,"Real Bed",TRUE
30.32501,-97.73783,"Shared room",30,1,1,99,"strict_14_with_grace_period","t",18,7,2,1,2,"Real Bed",TRUE
30.22172,-97.72621,"Entire home/apt",90,2,3,93,"moderate","f",3,0,1,1,1,"Real Bed",TRUE
30.25207,-97.78204,"Entire home/apt",395,1,3,80,"strict_14_with_grace_period","t",1,0,2,3,4,"Real Bed",TRUE
30.29818,-97.71308,"Private room",65,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.2553,-97.77615,"Entire home/apt",450,1,2,100,"flexible","f",1,0,1,2,2,"Real Bed",TRUE
30.23744,-97.74811,"Entire home/apt",200,2,1,96.176,"moderate","f",1,0,1,1,1,"Real Bed",FALSE
30.32751,-97.69227,"Private room",200,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.23148,-97.7646,"Entire home/apt",100,1,1,87,"flexible","f",3,0,1,1,1,"Airbed",TRUE
30.27431,-97.75972,"Entire home/apt",139,4,2,92,"strict_14_with_grace_period","f",45,13,1.5,3,3,"Real Bed",TRUE
30.27577,-97.75897,"Entire home/apt",169,4,2,88,"strict_14_with_grace_period","f",23,7,2,2,3,"Real Bed",TRUE
30.25946,-97.75486,"Entire home/apt",500,1,1,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.24226,-97.76708,"Entire home/apt",475,1,3,96.176,"flexible","f",0,0,2,3,2,"Real Bed",FALSE
30.26843,-97.75518,"Private room",250,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.24679,-97.73185,"Entire home/apt",95,2,2,100,"moderate","f",3,0,1,1,1,"Real Bed",TRUE
30.27944,-97.76601,"Entire home/apt",300,6,3,96.176,"flexible","f",0,0,2,2,3,"Real Bed",FALSE
30.33736,-97.86328,"Entire home/apt",62,1,2,99,"moderate","t",136,39,1,1,1,"Real Bed",TRUE
30.31605,-97.67953,"Private room",100,1,1,96.176,"flexible","f",0,0,2,1,1,"Real Bed",FALSE
30.26539,-97.74676,"Entire home/apt",150,1,1,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.29313,-97.80766,"Entire home/apt",399,6,3,100,"strict_14_with_grace_period","f",6,4,2.5,3,3,"Real Bed",TRUE
30.30314,-97.73464,"Private room",130,1,1,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.2943,-97.74401,"Entire home/apt",140,1,3,80,"moderate","f",1,0,1,1,1,"Futon",TRUE
30.27319,-97.75557,"Entire home/apt",399,8,2,92,"strict_14_with_grace_period","f",93,27,3,4,7,"Real Bed",TRUE
30.24163,-97.78495,"Entire home/apt",275,1,1,96.176,"flexible","f",0,0,1,0,1,"Real Bed",FALSE
30.28859,-97.77318,"Private room",100,1,1,80,"flexible","f",1,0,1,1,1,"Futon",TRUE
30.25688,-97.74853,"Entire home/apt",350,2,2,98,"moderate","f",9,4,1,1,1,"Real Bed",TRUE
30.23361,-97.78901,"Entire home/apt",299,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,0,3,"Real Bed",FALSE
30.2573,-97.79118,"Entire home/apt",250,4,1,96.176,"strict_14_with_grace_period","f",0,0,1,2,2,"Real Bed",FALSE
30.34267,-97.78963,"Entire home/apt",499,2,3,96.176,"moderate","f",0,0,1,0,1,"Real Bed",FALSE
30.23761,-97.74884,"Entire home/apt",350,1,2,100,"strict_14_with_grace_period","f",1,0,2,2,2,"Real Bed",TRUE
30.48396,-97.79041,"Private room",29,1,1,97,"flexible","t",82,36,1,1,1,"Real Bed",TRUE
30.29204,-97.85778,"Entire home/apt",178,1,3,96.176,"flexible","f",0,0,4,3,5,"Real Bed",FALSE
30.29071,-97.71202,"Entire home/apt",145,2,2,98,"strict_14_with_grace_period","f",34,8,1,1,1,"Real Bed",TRUE
30.26863,-97.73095,"Entire home/apt",150,1,1,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.2453,-97.74184,"Entire home/apt",190,1,2,92,"moderate","t",17,0,1,2,2,"Real Bed",TRUE
30.22935,-97.71743,"Private room",100,2,1,100,"flexible","f",12,0,1,1,1,"Real Bed",TRUE
30.26961,-97.70463,"Private room",400,1,3,96.176,"flexible","f",0,0,2,1,1,"Real Bed",FALSE
30.28179,-97.74602,"Private room",149,1,5,100,"strict_14_with_grace_period","f",2,0,1,0,1,"Real Bed",TRUE
30.23778,-97.7351,"Private room",170,1,2,100,"moderate","f",1,0,1,1,3,"Real Bed",TRUE
30.27939,-97.71889,"Private room",200,1,1,80,"strict_14_with_grace_period","f",1,0,1,1,1,"Real Bed",TRUE
30.21048,-97.9521,"Entire home/apt",150,4,2,93,"moderate","f",45,15,1,1,2,"Real Bed",TRUE
30.28951,-97.74467,"Private room",89,1,1,100,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.31431,-97.73554,"Entire home/apt",275,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25949,-97.77394,"Entire home/apt",125,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,0,1,"Real Bed",FALSE
30.22176,-97.8126,"Entire home/apt",120,4,2,98,"flexible","f",11,0,1,3,4,"Real Bed",TRUE
30.26918,-97.71729,"Entire home/apt",150,1,1,100,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.36494,-97.67598,"Private room",60,1,1,99,"moderate","t",92,47,1,1,2,"Real Bed",TRUE
30.3061,-97.68687,"Private room",55,2,2,98,"moderate","t",159,24,1,1,1,"Real Bed",TRUE
30.26797,-97.70522,"Entire home/apt",399,1,2,99,"moderate","f",17,8,2.5,3,6,"Real Bed",TRUE
30.3097,-97.71301,"Entire home/apt",48,1,2,100,"moderate","f",50,0,1,1,1,"Real Bed",TRUE
30.26989,-97.75302,"Entire home/apt",500,1,3,100,"flexible","f",1,0,2,2,2,"Real Bed",TRUE
30.28743,-97.77249,"Entire home/apt",350,1,3,100,"strict_14_with_grace_period","f",1,0,2,2,2,"Real Bed",TRUE
30.30252,-97.73474,"Entire home/apt",250,4,3,96.176,"strict_14_with_grace_period","f",0,0,1,1,3,"Real Bed",FALSE
30.23383,-97.73629,"Entire home/apt",250,1,2,100,"moderate","f",6,0,1,1,1,"Real Bed",TRUE
30.26616,-97.7392,"Entire home/apt",350,1,1,98,"strict_14_with_grace_period","t",42,2,2,2,4,"Real Bed",TRUE
30.3361,-97.69612,"Private room",50,2,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.31218,-97.73126,"Entire home/apt",95,4,2,100,"flexible","f",2,0,1,1,2,"Real Bed",TRUE
30.26629,-97.71757,"Entire home/apt",200,2,3,96.176,"strict_14_with_grace_period","f",0,0,2,3,2,"Real Bed",FALSE
30.29693,-97.72858,"Entire home/apt",80,2,2,100,"flexible","f",7,0,1,1,1,"Real Bed",TRUE
30.20068,-97.7773,"Entire home/apt",55,1,2,99,"flexible","t",35,17,1,1,1,"Real Bed",TRUE
30.26447,-97.71565,"Entire home/apt",200,1,2,100,"flexible","f",1,0,1,2,2,"Real Bed",TRUE
30.16439,-97.82672,"Private room",70,2,2,100,"moderate","f",3,1,1,1,2,"Real Bed",TRUE
30.19006,-97.76408,"Private room",150,2,1,96.176,"flexible","f",0,0,2,1,1,"Real Bed",FALSE
30.23782,-97.74191,"Entire home/apt",350,1,1,96.176,"flexible","f",0,0,1.5,2,2,"Real Bed",FALSE
30.25637,-97.78094,"Entire home/apt",250,1,3,92,"strict_14_with_grace_period","f",14,2,1,2,2,"Real Bed",TRUE
30.26493,-97.7152,"Entire home/apt",150,3,1,97,"flexible","t",39,23,1,2,3,"Real Bed",TRUE
30.23572,-97.76956,"Entire home/apt",92,6,2,98,"strict_14_with_grace_period","f",29,0,2,3,3,"Real Bed",TRUE
30.20716,-97.85428,"Private room",35,1,1,100,"moderate","f",2,0,1,1,1,"Real Bed",TRUE
30.2838,-97.69604,"Entire home/apt",150,1,1,97,"moderate","t",161,59,1,0,2,"Real Bed",TRUE
30.22949,-97.74434,"Entire home/apt",75,2,2,98,"strict_14_with_grace_period","t",185,46,1,1,2,"Real Bed",TRUE
30.20354,-97.819,"Private room",65,2,3,91,"strict_14_with_grace_period","t",7,1,1,1,1,"Real Bed",TRUE
30.4327,-97.77468,"Private room",50,1,1,100,"flexible","f",14,0,1,1,1,"Real Bed",TRUE
30.25952,-97.67145,"Private room",100,1,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.23499,-97.79203,"Entire home/apt",275,1,3,96.176,"flexible","f",0,0,2,2,2,"Real Bed",FALSE
30.25906,-97.76161,"Entire home/apt",174,4,1,98,"strict_14_with_grace_period","t",59,3,1,2,2,"Real Bed",TRUE
30.30886,-97.72809,"Entire home/apt",85,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25237,-97.74508,"Entire home/apt",86,1,1,94,"strict_14_with_grace_period","f",229,56,1,1,1,"Real Bed",TRUE
30.24421,-97.82224,"Private room",150,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.23473,-97.73173,"Shared room",100,1,3,100,"strict_14_with_grace_period","f",4,0,1,1,1,"Real Bed",TRUE
30.31323,-97.67205,"Entire home/apt",249,4,2,98,"strict_14_with_grace_period","t",82,16,2,4,4,"Real Bed",TRUE
30.45951,-97.68227,"Private room",30,2,1,100,"flexible","f",12,1,1,1,1,"Real Bed",TRUE
30.34098,-97.72701,"Entire home/apt",250,1,3,96.176,"flexible","f",0,0,2,2,3,"Real Bed",FALSE
30.25259,-97.77304,"Entire home/apt",179,1,2,100,"moderate","f",1,0,1,1,2,"Real Bed",TRUE
30.41977,-97.92397,"Entire home/apt",110,1,2,98,"moderate","t",111,35,1,0,1,"Real Bed",TRUE
30.29008,-97.75042,"Entire home/apt",60,1,1,96.176,"flexible","f",3,0,1,0,2,"Real Bed",FALSE
30.31307,-97.71389,"Entire home/apt",79,1,1,98,"strict_14_with_grace_period","t",184,0,1,1,1,"Real Bed",TRUE
30.28897,-97.7523,"Entire home/apt",149,1,1,94,"strict_14_with_grace_period","f",99,0,2,2,5,"Real Bed",TRUE
30.20919,-97.85426,"Private room",75,1,1,96.176,"moderate","f",0,0,1,1,1,"Futon",FALSE
30.42519,-97.76488,"Private room",75,1,1,60,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.29821,-97.7327,"Shared room",100,2,2,80,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.28659,-97.74742,"Entire home/apt",225,1,1,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.40254,-97.85334,"Private room",68,1,1,100,"flexible","f",8,0,1,1,1,"Real Bed",TRUE
30.31263,-97.7413,"Private room",250,1,1,96.176,"moderate","f",1,0,1,1,1,"Real Bed",FALSE
30.2845,-97.74588,"Entire home/apt",500,1,1,100,"flexible","f",1,0,2,2,5,"Real Bed",TRUE
30.32777,-97.73778,"Entire home/apt",250,1,1,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.37461,-97.69618,"Entire home/apt",350,1,5,96.176,"flexible","f",0,0,2,3,3,"Real Bed",FALSE
30.32217,-97.73975,"Entire home/apt",100,3,2,99,"strict_14_with_grace_period","f",44,0,1.5,1,1,"Real Bed",TRUE
30.2607,-97.73555,"Entire home/apt",275,4,3,100,"moderate","t",80,29,2,3,3,"Real Bed",TRUE
30.27602,-97.76172,"Entire home/apt",91,1,2,96,"moderate","t",100,37,1,1,1,"Real Bed",TRUE
30.28176,-97.68987,"Private room",100,2,1,100,"flexible","f",7,0,1,2,2,"Real Bed",TRUE
30.30177,-97.70861,"Entire home/apt",400,6,2,96.176,"strict_14_with_grace_period","f",0,0,2,3,3,"Real Bed",FALSE
30.37997,-97.70817,"Entire home/apt",489,1,4,96.176,"strict_14_with_grace_period","f",0,0,1.5,3,2,"Real Bed",FALSE
30.29401,-97.70218,"Private room",64,1,3,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.26712,-97.74018,"Entire home/apt",467,4,1,100,"strict_14_with_grace_period","f",18,7,1,1,3,"Real Bed",TRUE
30.29203,-97.72464,"Entire home/apt",50,1,3,95,"flexible","f",5,0,1,1,2,"Real Bed",TRUE
30.22692,-97.75551,"Entire home/apt",150,2,1,83,"flexible","f",6,0,1,2,2,"Real Bed",TRUE
30.29863,-97.73296,"Entire home/apt",199,1,1,73,"flexible","f",3,0,1,1,2,"Real Bed",TRUE
30.24569,-97.72954,"Entire home/apt",475,1,3,96.176,"moderate","f",0,0,2,2,2,"Real Bed",FALSE
30.20246,-97.69773,"Private room",100,1,1,100,"flexible","f",1,0,2,1,1,"Real Bed",TRUE
30.24369,-97.73485,"Entire home/apt",100,1,3,94,"flexible","f",49,12,1,1,1,"Real Bed",TRUE
30.34076,-97.74871,"Private room",199,4,2,80,"moderate","f",2,0,1,1,3,"Real Bed",TRUE
30.23754,-97.71897,"Entire home/apt",400,4,1,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.19559,-97.81543,"Private room",95,3,3,96.176,"moderate","f",0,0,2,1,2,"Real Bed",FALSE
30.17212,-97.80951,"Private room",40,1,2,100,"strict_14_with_grace_period","f",19,0,1.5,1,1,"Real Bed",TRUE
30.19709,-97.69899,"Entire home/apt",350,1,2,98,"strict_14_with_grace_period","f",10,0,2.5,4,5,"Real Bed",TRUE
30.28733,-97.74776,"Entire home/apt",180,1,5,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.27666,-97.75983,"Entire home/apt",380,1,2,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.29582,-97.73862,"Private room",125,2,1,96.176,"moderate","f",0,0,1.5,1,1,"Real Bed",FALSE
30.34747,-97.75321,"Entire home/apt",79,1,2,98,"moderate","f",36,25,1,1,2,"Real Bed",TRUE
30.30082,-97.75831,"Entire home/apt",340,1,2,98,"moderate","t",99,24,1,3,3,"Real Bed",TRUE
30.28877,-97.71809,"Entire home/apt",400,1,3,96.176,"flexible","f",0,0,1.5,2,3,"Real Bed",FALSE
30.20798,-97.76745,"Private room",40,1,1,100,"moderate","f",8,0,1,1,1,"Real Bed",TRUE
30.32169,-97.73639,"Entire home/apt",80,1,1,96.176,"flexible","f",0,0,1,1,1,"Futon",FALSE
30.37702,-97.95034,"Entire home/apt",82,2,2,99,"strict_14_with_grace_period","t",169,48,1,1,2,"Real Bed",TRUE
30.31369,-97.71078,"Entire home/apt",100,2,1,97,"moderate","t",129,26,1,1,1,"Real Bed",TRUE
30.24273,-97.77315,"Entire home/apt",500,1,2,95,"strict_14_with_grace_period","f",16,6,2,2,5,"Real Bed",TRUE
30.29188,-97.74385,"Shared room",182,1,1,96.176,"strict_14_with_grace_period","f",0,0,0,1,1,"Couch",FALSE
30.27328,-97.75707,"Entire home/apt",108,4,1,98,"moderate","t",224,55,1,1,1,"Real Bed",TRUE
30.24421,-97.72405,"Entire home/apt",125,4,2,99,"moderate","t",136,44,1.5,2,3,"Real Bed",TRUE
30.28206,-97.7599,"Entire home/apt",165,1,3,100,"flexible","f",17,6,2,2,2,"Real Bed",TRUE
30.28459,-97.76581,"Entire home/apt",280,1,1,100,"flexible","f",1,0,1.5,1,1,"Real Bed",TRUE
30.30216,-97.7016,"Entire home/apt",291,6,2,100,"flexible","f",4,1,2.5,3,4,"Real Bed",TRUE
30.2489,-97.78189,"Entire home/apt",250,1,1,96.176,"flexible","f",0,0,1.5,2,2,"Real Bed",FALSE
30.25606,-97.74645,"Entire home/apt",299,2,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.28221,-97.74705,"Private room",100,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.2591,-97.74685,"Private room",200,1,1,93,"flexible","f",3,0,2,1,1,"Real Bed",TRUE
30.20096,-97.77736,"Entire home/apt",200,1,3,100,"moderate","f",3,0,1,0,1,"Real Bed",TRUE
30.17558,-97.7773,"Entire home/apt",160,1,1,96.176,"moderate","f",0,0,1,2,1,"Real Bed",FALSE
30.3128,-97.74169,"Entire home/apt",103,2,2,99,"moderate","f",41,22,1,0,2,"Real Bed",TRUE
30.24673,-97.77935,"Entire home/apt",150,4,2,98,"moderate","t",47,13,1,2,2,"Real Bed",TRUE
